,Unnamed: 0,originalfile,renamedfile,samplenumber,prompt,prompttexts
20,20,DR2/MRCZ0/SX191.WAV,sample21.WAV,sample21,SX191,WITHDRAW ALL PHONY ACCUSATIONS AT ONCE
21,21,DR2/MRCZ0/SI2171.WAV,sample22.WAV,sample22,SI2171,HOW LONG WOULD IT BE OCCUPIED
22,22,DR2/MRCZ0/SI911.WAV,sample23.WAV,sample23,SI911,THIS IS FOLLOWED BY A BOOM IN CONFERENCES
23,23,DR2/MRCZ0/SX281.WAV,sample24.WAV,sample24,SX281,CORY AND TRISH PLAYED TAG WITH BEACH BALLS FOR HOURS
24,24,DR2/MRCZ0/SA2.WAV,sample25.WAV,sample25,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
25,25,DR2/MRCZ0/SA1.WAV,sample26.WAV,sample26,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
26,26,DR2/MRCZ0/SX101.WAV,sample27.WAV,sample27,SX101,KINDERGARTEN CHILDREN DECORATE THEIR CLASSROOMS FOR ALL HOLIDAYS
27,27,DR2/MRCZ0/SI1541.WAV,sample28.WAV,sample28,SI1541,IT GAVE THE RUBBERIZED FABRIC A DULL GLEAM LIKE METAL
28,28,DR2/MRCZ0/SX11.WAV,sample29.WAV,sample29,SX11,HE WILL ALLOW A RARE LIE
29,29,DR2/MRCZ0/SX371.WAV,sample30.WAV,sample30,SX371,RIGHT NOW MAY NOT BE THE BEST TIME FOR BUSINESS MERGERS
30,30,DR2/FJAS0/SI1400.WAV,sample31.WAV,sample31,SI1400,NOW THAT THIS IS AT ODDS WITH OUR MEANING MAY BE SHOWN AS FOLLOWS
31,31,DR2/FJAS0/SX230.WAV,sample32.WAV,sample32,SX230,ALLOW LEEWAY HERE BUT RATIONALIZE ALL ERRORS
32,32,DR2/FJAS0/SX50.WAV,sample33.WAV,sample33,SX50,CATASTROPHIC ECONOMIC CUTBACKS NEGLECT THE POOR
33,33,DR2/FJAS0/SX320.WAV,sample34.WAV,sample34,SX320,THE NEAREST SYNAGOGUE MAY NOT BE WITHIN WALKING DISTANCE
34,34,DR2/FJAS0/SI770.WAV,sample35.WAV,sample35,SI770,VASES MAKE SAME AS SALT AND PEPPER SHAKERS LEAVING OFF TOP PIECES
35,35,DR2/FJAS0/SA2.WAV,sample36.WAV,sample36,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
36,36,DR2/FJAS0/SA1.WAV,sample37.WAV,sample37,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
37,37,DR2/FJAS0/SX410.WAV,sample38.WAV,sample38,SX410,GREG BUYS FRESH MILK EACH WEEKDAY MORNING
38,38,DR2/FJAS0/SX140.WAV,sample39.WAV,sample39,SX140,AGRICULTURAL PRODUCTS ARE UNEVENLY DISTRIBUTED
39,39,DR2/FJAS0/SI2030.WAV,sample40.WAV,sample40,SI2030,OUR BOY DIDN'T CHICKEN OUT NO SIR
40,40,DR2/MWEW0/SX191.WAV,sample41.WAV,sample41,SX191,WITHDRAW ALL PHONY ACCUSATIONS AT ONCE
41,41,DR2/MWEW0/SI1991.WAV,sample42.WAV,sample42,SI1991,A LOT OF PEOPLE WILL ROAM THE STREETS IN COSTUMES AND MASKS AND HAVING A BALL
42,42,DR2/MWEW0/SI1361.WAV,sample43.WAV,sample43,SI1361,BUT IN THIS ONE SECTION WE WELCOMED AUDITORS
43,43,DR2/MWEW0/SI731.WAV,sample44.WAV,sample44,SI731,A FEW YEARS LATER THE DOME FELL IN
44,44,DR2/MWEW0/SX281.WAV,sample45.WAV,sample45,SX281,CORY AND TRISH PLAYED TAG WITH BEACH BALLS FOR HOURS
45,45,DR2/MWEW0/SA2.WAV,sample46.WAV,sample46,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
46,46,DR2/MWEW0/SA1.WAV,sample47.WAV,sample47,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
47,47,DR2/MWEW0/SX101.WAV,sample48.WAV,sample48,SX101,KINDERGARTEN CHILDREN DECORATE THEIR CLASSROOMS FOR ALL HOLIDAYS
48,48,DR2/MWEW0/SX11.WAV,sample49.WAV,sample49,SX11,HE WILL ALLOW A RARE LIE
49,49,DR2/MWEW0/SX371.WAV,sample50.WAV,sample50,SX371,RIGHT NOW MAY NOT BE THE BEST TIME FOR BUSINESS MERGERS
50,50,DR2/FPAS0/SI2204.WAV,sample51.WAV,sample51,SI2204,PRETTY SOON A WOMAN CAME ALONG CARRYING A FOLDED UMBRELLA AS A WALKING STICK
51,51,DR2/FPAS0/SX404.WAV,sample52.WAV,sample52,SX404,BARB BURNED PAPER AND LEAVES IN A BIG BONFIRE
52,52,DR2/FPAS0/SI944.WAV,sample53.WAV,sample53,SI944,IF THE FARM IS RENTED THE RENT MUST BE PAID
53,53,DR2/FPAS0/SX314.WAV,sample54.WAV,sample54,SX314,IF PEOPLE WERE MORE GENEROUS THERE WOULD BE NO NEED FOR WELFARE
54,54,DR2/FPAS0/SA2.WAV,sample55.WAV,sample55,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
55,55,DR2/FPAS0/SI1272.WAV,sample56.WAV,sample56,SI1272,LABORATORY ASTROPHYSICS
56,56,DR2/FPAS0/SX44.WAV,sample57.WAV,sample57,SX44,BASKETBALL CAN BE AN ENTERTAINING SPORT
57,57,DR2/FPAS0/SA1.WAV,sample58.WAV,sample58,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
58,58,DR2/FPAS0/SX224.WAV,sample59.WAV,sample59,SX224,HOW GOOD IS YOUR ENDURANCE
59,59,DR2/FPAS0/SX134.WAV,sample60.WAV,sample60,SX134,DECEMBER AND JANUARY ARE NICE MONTHS TO SPEND IN MIAMI
60,60,DR2/MTMR0/SX313.WAV,sample61.WAV,sample61,SX313,DROP FIVE FORMS IN THE BOX BEFORE YOU GO OUT
61,61,DR2/MTMR0/SX223.WAV,sample62.WAV,sample62,SX223,PUT THE BUTCHER BLOCK TABLE IN THE GARAGE
62,62,DR2/MTMR0/SA2.WAV,sample63.WAV,sample63,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
63,63,DR2/MTMR0/SA1.WAV,sample64.WAV,sample64,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
64,64,DR2/MTMR0/SX43.WAV,sample65.WAV,sample65,SX43,ELDERLY PEOPLE ARE OFTEN EXCLUDED
65,65,DR2/MTMR0/SI673.WAV,sample66.WAV,sample66,SI673,PSYCHOLOGICALLY THE RECEPTION SHOULD BE THE CLIMAX FOLLOWING THE SERMON
66,66,DR2/MTMR0/SX403.WAV,sample67.WAV,sample67,SX403,HER WARDROBE CONSISTS OF ONLY SKIRTS AND BLOUSES
67,67,DR2/MTMR0/SX133.WAV,sample68.WAV,sample68,SX133,PIZZERIAS ARE CONVENIENT FOR A QUICK LUNCH
68,68,DR2/MTMR0/SI1933.WAV,sample69.WAV,sample69,SI1933,BEAT ME TO DEATH IN FRONT OF A HUNDRED PEOPLE
69,69,DR2/MTMR0/SI1303.WAV,sample70.WAV,sample70,SI1303,A DETAILED STUDY OF THIS LATTER PHENOMENON WAS NOT ATTEMPTED IN THIS PAPER
70,70,DR2/MTAS1/SX28.WAV,sample71.WAV,sample71,SX28,BEG THAT GUARD FOR ONE GALLON OF GAS
71,71,DR2/MTAS1/SX298.WAV,sample72.WAV,sample72,SX298,I'D RATHER NOT BUY THESE SHOES THAN BE OVERCHARGED
72,72,DR2/MTAS1/SI1473.WAV,sample73.WAV,sample73,SI1473,YOU DON'T EAT ENOUGH HONEY
73,73,DR2/MTAS1/SI2098.WAV,sample74.WAV,sample74,SI2098,HE GAVE A SHORT HARD LAUGH AND LOOKED AT HER KNOWINGLY
74,74,DR2/MTAS1/SA2.WAV,sample75.WAV,sample75,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
75,75,DR2/MTAS1/SA1.WAV,sample76.WAV,sample76,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
76,76,DR2/MTAS1/SX388.WAV,sample77.WAV,sample77,SX388,HER RIGHT HAND ACHES WHENEVER THE BAROMETRIC PRESSURE CHANGES
77,77,DR2/MTAS1/SI838.WAV,sample78.WAV,sample78,SI838,INCREASING TEMPO OF NEW PRODUCT DEVELOPMENT
78,78,DR2/MTAS1/SX208.WAV,sample79.WAV,sample79,SX208,ROB SAT BY THE POND AND SKETCHED THE STRAY GEESE
79,79,DR2/MTAS1/SX118.WAV,sample80.WAV,sample80,SX118,COMBINE ALL THE INGREDIENTS IN A LARGE BOWL
80,80,DR2/MPGL0/SX379.WAV,sample81.WAV,sample81,SX379,PAM GIVES DRIVING LESSONS ON THURSDAYS
81,81,DR2/MPGL0/SX199.WAV,sample82.WAV,sample82,SX199,YOUNG CHILDREN SHOULD AVOID EXPOSURE TO CONTAGIOUS DISEASES
82,82,DR2/MPGL0/SI1099.WAV,sample83.WAV,sample83,SI1099,THIS DOES NOT ALLOW THE MYSTERY TO INVADE US
83,83,DR2/MPGL0/SI469.WAV,sample84.WAV,sample84,SI469,IN FACT OUR WHOLE DEFENSIVE UNIT DID A GOOD JOB
84,84,DR2/MPGL0/SX289.WAV,sample85.WAV,sample85,SX289,WEATHERPROOF GALOSHES ARE VERY USEFUL IN SEATTLE
85,85,DR2/MPGL0/SI1729.WAV,sample86.WAV,sample86,SI1729,SHRUGS MET THAT FROM ROOM CLERKS FROM BELLHOPS
86,86,DR2/MPGL0/SA2.WAV,sample87.WAV,sample87,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
87,87,DR2/MPGL0/SA1.WAV,sample88.WAV,sample88,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
88,88,DR2/MPGL0/SX109.WAV,sample89.WAV,sample89,SX109,SHE SLIPPED AND SPRAINED HER ANKLE ON THE STEEP SLOPE
89,89,DR2/MPGL0/SX19.WAV,sample90.WAV,sample90,SX19,ALUMINUM SILVERWARE CAN OFTEN BE FLIMSY
90,90,DR2/FDRD1/SI2149.WAV,sample91.WAV,sample91,SI2149,LET'S BE FINE SUPERIOR PEOPLE OF GREAT DIGNITY HE SAID AS IF HE WERE JOKING
91,91,DR2/FDRD1/SX374.WAV,sample92.WAV,sample92,SX374,JOHN CLEANS SHELLFISH FOR A LIVING
92,92,DR2/FDRD1/SX104.WAV,sample93.WAV,sample93,SX104,HE STOLE A DIME FROM A BEGGAR
93,93,DR2/FDRD1/SX14.WAV,sample94.WAV,sample94,SX14,BEFORE THURSDAY'S EXAM REVIEW EVERY FORMULA
94,94,DR2/FDRD1/SI1566.WAV,sample95.WAV,sample95,SI1566,ONE HAD TO BELIEVE IN FINAL EVENTS OR ONE WAS STRANDED IN THE ABYSS OF NOTHING
95,95,DR2/FDRD1/SA2.WAV,sample96.WAV,sample96,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
96,96,DR2/FDRD1/SA1.WAV,sample97.WAV,sample97,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
97,97,DR2/FDRD1/SI1544.WAV,sample98.WAV,sample98,SI1544,HE HAD PLUNGED INTO THE DARK WOODS BEYOND
98,98,DR2/FDRD1/SX194.WAV,sample99.WAV,sample99,SX194,THEY ENJOY IT WHEN I AUDITION
99,99,DR2/FDRD1/SX284.WAV,sample100.WAV,sample100,SX284,JEFF THOUGHT YOU ARGUED IN FAVOR OF A CENTRIFUGE PURCHASE
100,100,DR2/MMDB1/SX275.WAV,sample101.WAV,sample101,SX275,STEVE WORE A BRIGHT RED CASHMERE SWEATER
101,101,DR2/MMDB1/SI995.WAV,sample102.WAV,sample102,SI995,AT DIFFERENT TIMES HE SERVED AS GLEE-CLUB AND CHOIR LEADER AND AS ORGANIST
102,102,DR2/MMDB1/SX185.WAV,sample103.WAV,sample103,SX185,DID YOU BUY ANY CORDUROY OVERALLS
103,103,DR2/MMDB1/SX5.WAV,sample104.WAV,sample104,SX5,SHE IS THINNER THAN I AM
104,104,DR2/MMDB1/SI1625.WAV,sample105.WAV,sample105,SI1625,HE MAKES ME UNCOMFORTABLE
105,105,DR2/MMDB1/SA2.WAV,sample106.WAV,sample106,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
106,106,DR2/MMDB1/SA1.WAV,sample107.WAV,sample107,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
107,107,DR2/MMDB1/SX95.WAV,sample108.WAV,sample108,SX95,IGUANAS AND ALLIGATORS ARE TROPICAL REPTILES
108,108,DR2/MMDB1/SI2255.WAV,sample109.WAV,sample109,SI2255,HE SWUNG AROUND EYES TOWARD THE BEDROOM SOME FIFTEEN FEET AWAY
109,109,DR2/MMDB1/SX365.WAV,sample110.WAV,sample110,SX365,THE GUNMAN KEPT HIS VICTIM CORNERED AT GUNPOINT FOR THREE HOURS
110,110,DR2/FJWB0/SX275.WAV,sample111.WAV,sample111,SX275,STEVE WORE A BRIGHT RED CASHMERE SWEATER
111,111,DR2/FJWB0/SX185.WAV,sample112.WAV,sample112,SX185,DID YOU BUY ANY CORDUROY OVERALLS
112,112,DR2/FJWB0/SX5.WAV,sample113.WAV,sample113,SX5,SHE IS THINNER THAN I AM
113,113,DR2/FJWB0/SI635.WAV,sample114.WAV,sample114,SI635,HE IS A MAN OF MAJOR TALENT  BUT A MAN OF SOLITARY UNCERTAIN IMPULSES
114,114,DR2/FJWB0/SA2.WAV,sample115.WAV,sample115,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
115,115,DR2/FJWB0/SA1.WAV,sample116.WAV,sample116,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
116,116,DR2/FJWB0/SX95.WAV,sample117.WAV,sample117,SX95,IGUANAS AND ALLIGATORS ARE TROPICAL REPTILES
117,117,DR2/FJWB0/SI1265.WAV,sample118.WAV,sample118,SI1265,BALLETS WERE USED IN OPERA FROM ITS BEGINNING
118,118,DR2/FJWB0/SI992.WAV,sample119.WAV,sample119,SI992,THEY WERE A VAGABOND LOT AND CONSIDERED TO BE SHADY AND UNDESIRABLE CHARACTERS
119,119,DR2/FJWB0/SX365.WAV,sample120.WAV,sample120,SX365,THE GUNMAN KEPT HIS VICTIM CORNERED AT GUNPOINT FOR THREE HOURS
120,120,DR2/MGWT0/SI1539.WAV,sample121.WAV,sample121,SI1539,FISTS PUMMELED HIM AS HE STAGGERED FORWARD
121,121,DR2/MGWT0/SX369.WAV,sample122.WAV,sample122,SX369,BOB PAPERED OVER THE LIVING ROOM MURALS
122,122,DR2/MGWT0/SX279.WAV,sample123.WAV,sample123,SX279,ALICE'S ABILITY TO WORK WITHOUT SUPERVISION IS NOTEWORTHY
123,123,DR2/MGWT0/SX9.WAV,sample124.WAV,sample124,SX9,WHERE WERE YOU WHILE WE WERE AWAY
124,124,DR2/MGWT0/SA2.WAV,sample125.WAV,sample125,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
125,125,DR2/MGWT0/SA1.WAV,sample126.WAV,sample126,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
126,126,DR2/MGWT0/SX99.WAV,sample127.WAV,sample127,SX99,MEDIEVAL SOCIETY WAS BASED ON HIERARCHIES
127,127,DR2/MGWT0/SX189.WAV,sample128.WAV,sample128,SX189,DESTROY EVERY FILE RELATED TO MY AUDITS
128,128,DR2/MGWT0/SI2169.WAV,sample129.WAV,sample129,SI2169,UPSTAIRS BUSY FEET SHOWERING LIKE RAINDROPS PATTERED AROUND HER ROOM
129,129,DR2/MGWT0/SI909.WAV,sample130.WAV,sample130,SI909,COMPULSORY RETIREMENT AT SIXTY-FIVE LOOMS ON OUR HORIZON
130,130,DR2/MRGG0/SX29.WAV,sample131.WAV,sample131,SX29,HELP GREG TO PICK A PECK OF POTATOES
131,131,DR2/MRGG0/SX209.WAV,sample132.WAV,sample132,SX209,MICHAEL COLORED THE BEDROOM WALL WITH CRAYONS
132,132,DR2/MRGG0/SA2.WAV,sample133.WAV,sample133,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
133,133,DR2/MRGG0/SA1.WAV,sample134.WAV,sample134,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
134,134,DR2/MRGG0/SX299.WAV,sample135.WAV,sample135,SX299,SHAVING CREAM IS A POPULAR ITEM ON HALLOWEEN
135,135,DR2/MRGG0/SI1199.WAV,sample136.WAV,sample136,SI1199,THEY CLOSE SOMETIME AFTER EIGHT
136,136,DR2/MRGG0/SI1829.WAV,sample137.WAV,sample137,SI1829,HIS BODY PROCESSES ONLY SLOWED DOWN ENOUGH FOR HIM TO DISPEL FATIGUE POISONS
137,137,DR2/MRGG0/SX119.WAV,sample138.WAV,sample138,SX119,THE MISQUOTE WAS RETRACTED WITH AN APOLOGY
138,138,DR2/MRGG0/SX389.WAV,sample139.WAV,sample139,SX389,THEY OWN A BIG HOUSE IN THE REMOTE COUNTRYSIDE
139,139,DR2/MRGG0/SI569.WAV,sample140.WAV,sample140,SI569,MOST OF US BRUSH OUR TEETH BY HAND
140,140,DR2/MPDF0/SX12.WAV,sample141.WAV,sample141,SX12,WILL ROBIN WEAR A YELLOW LILY
141,141,DR2/MPDF0/SI912.WAV,sample142.WAV,sample142,SI912,YOU MAY AMAZE YOURSELF AND ACQUIRE A REAL KNACK FOR IT
142,142,DR2/MPDF0/SI1542.WAV,sample143.WAV,sample143,SI1542,THE FEET WORE ARMY SHOES IN OBVIOUS DISREPAIR
143,143,DR2/MPDF0/SA2.WAV,sample144.WAV,sample144,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
144,144,DR2/MPDF0/SA1.WAV,sample145.WAV,sample145,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
145,145,DR2/MPDF0/SX282.WAV,sample146.WAV,sample146,SX282,THE TOOTH FAIRY FORGOT TO COME WHEN ROGER'S TOOTH FELL OUT
146,146,DR2/MPDF0/SX102.WAV,sample147.WAV,sample147,SX102,SPECIAL TASK FORCES RESCUE HOSTAGES FROM KIDNAPPERS
147,147,DR2/MPDF0/SX192.WAV,sample148.WAV,sample148,SX192,STRAW HATS ARE OUT OF FASHION THIS YEAR
148,148,DR2/MPDF0/SI2172.WAV,sample149.WAV,sample149,SI2172,STRENGTH BEGAN TO ZIP UP AND DOWN HIS CHEST
149,149,DR2/MPDF0/SX372.WAV,sample150.WAV,sample150,SX372,THAT DIAGRAM MAKES SENSE ONLY AFTER MUCH STUDY
150,150,DR2/MDLD0/SX13.WAV,sample151.WAV,sample151,SX13,SWING YOUR ARM AS HIGH AS YOU CAN
151,151,DR2/MDLD0/SA2.WAV,sample152.WAV,sample152,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
152,152,DR2/MDLD0/SA1.WAV,sample153.WAV,sample153,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
153,153,DR2/MDLD0/SI2173.WAV,sample154.WAV,sample154,SI2173,HE WADDED HIS SWEAT SHIRT INTO A BALL AND STRIPPED DOWN TO HIS SWIMMING TRUNKS
154,154,DR2/MDLD0/SX103.WAV,sample155.WAV,sample155,SX103,CALL AN AMBULANCE FOR MEDICAL ASSISTANCE
155,155,DR2/MDLD0/SI913.WAV,sample156.WAV,sample156,SI913,DO YOU LOVE TO RUN UP A HEM SEW ON BUTTONS MAKE NEAT BUTTONHOLES
156,156,DR2/MDLD0/SI1543.WAV,sample157.WAV,sample157,SI1543,THEN HE  THEN WHAT
157,157,DR2/MDLD0/SX283.WAV,sample158.WAV,sample158,SX283,PLANNED PARENTHOOD ORGANIZATIONS PROMOTE BIRTH CONTROL
158,158,DR2/MDLD0/SX373.WAV,sample159.WAV,sample159,SX373,A BORING NOVEL IS A SUPERB SLEEPING PILL
159,159,DR2/MDLD0/SX193.WAV,sample160.WAV,sample160,SX193,WHY BUY OIL WHEN YOU ALWAYS USE MINE
160,160,DR2/MMDM2/SI2082.WAV,sample161.WAV,sample161,SI2082,YOU'RE BOILING MILK AIN'T YOU
161,161,DR2/MMDM2/SX12.WAV,sample162.WAV,sample162,SX12,WILL ROBIN WEAR A YELLOW LILY
162,162,DR2/MMDM2/SI1555.WAV,sample163.WAV,sample163,SI1555,A SLEEPY VOICE ANSWERED
163,163,DR2/MMDM2/SA2.WAV,sample164.WAV,sample164,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
164,164,DR2/MMDM2/SA1.WAV,sample165.WAV,sample165,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
165,165,DR2/MMDM2/SX282.WAV,sample166.WAV,sample166,SX282,THE TOOTH FAIRY FORGOT TO COME WHEN ROGER'S TOOTH FELL OUT
166,166,DR2/MMDM2/SX102.WAV,sample167.WAV,sample167,SX102,SPECIAL TASK FORCES RESCUE HOSTAGES FROM KIDNAPPERS
167,167,DR2/MMDM2/SX192.WAV,sample168.WAV,sample168,SX192,STRAW HATS ARE OUT OF FASHION THIS YEAR
168,168,DR2/MMDM2/SI1452.WAV,sample169.WAV,sample169,SI1452,POULTRY RESULTS OF IRRADIATION TESTS WITH POULTRY HAVE BEEN QUITE SUCCESSFUL
169,169,DR2/MMDM2/SX372.WAV,sample170.WAV,sample170,SX372,THAT DIAGRAM MAKES SENSE ONLY AFTER MUCH STUDY
170,170,DR2/FJRE0/SX126.WAV,sample171.WAV,sample171,SX126,ARTIFICIAL INTELLIGENCE IS FOR REAL
171,171,DR2/FJRE0/SI1746.WAV,sample172.WAV,sample172,SI1746,HIS SALARY HAD REACHED THE TEN THOUSAND MARK
172,172,DR2/FJRE0/SI1587.WAV,sample173.WAV,sample173,SI1587,THE JADED AMORIST CONJURED UP PICTURES OF THE BLASPHEMOUS RITES WITH RELISH
173,173,DR2/FJRE0/SX306.WAV,sample174.WAV,sample174,SX306,A CHOSEN FEW WILL BECOME GENERALS
174,174,DR2/FJRE0/SX36.WAV,sample175.WAV,sample175,SX36,ONLY THE MOST ACCOMPLISHED ARTISTS OBTAIN POPULARITY
175,175,DR2/FJRE0/SA2.WAV,sample176.WAV,sample176,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
176,176,DR2/FJRE0/SI1116.WAV,sample177.WAV,sample177,SI1116,EACH IS STILL GLORIFIED AS A NATIONAL HERO
177,177,DR2/FJRE0/SA1.WAV,sample178.WAV,sample178,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
178,178,DR2/FJRE0/SX396.WAV,sample179.WAV,sample179,SX396,THE FISH BEGAN TO LEAP FRANTICALLY ON THE SURFACE OF THE SMALL LAKE
179,179,DR2/FJRE0/SX216.WAV,sample180.WAV,sample180,SX216,THE SMALL BOY PUT THE WORM ON THE HOOK
180,180,DR2/MCEM0/SI1398.WAV,sample181.WAV,sample181,SI1398,DO THEY MAKE CLASS-BIASED DECISIONS
181,181,DR2/MCEM0/SX408.WAV,sample182.WAV,sample182,SX408,I'D RIDE THE SUBWAY BUT I HAVEN'T ENOUGH CHANGE
182,182,DR2/MCEM0/SX318.WAV,sample183.WAV,sample183,SX318,PLEASE DIG MY POTATOES UP BEFORE FROST
183,183,DR2/MCEM0/SA2.WAV,sample184.WAV,sample184,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
184,184,DR2/MCEM0/SA1.WAV,sample185.WAV,sample185,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
185,185,DR2/MCEM0/SX48.WAV,sample186.WAV,sample186,SX48,GRANDMOTHER OUTGREW HER UPBRINGING IN PETTICOATS
186,186,DR2/MCEM0/SX138.WAV,sample187.WAV,sample187,SX138,THE CLUMSY CUSTOMER SPILLED SOME EXPENSIVE PERFUME
187,187,DR2/MCEM0/SX228.WAV,sample188.WAV,sample188,SX228,THE VIEWPOINT OVERLOOKED THE OCEAN
188,188,DR2/MCEM0/SI768.WAV,sample189.WAV,sample189,SI768,MAKE LID FOR SUGAR BOWL THE SAME AS JAR LIDS OMITTING DESIGN DISK
189,189,DR2/MCEM0/SI2028.WAV,sample190.WAV,sample190,SI2028,HE TOOK HIS MASK FROM HIS FOREHEAD AND THREW IT UNEXPECTEDLY ACROSS THE DECK
190,190,DR2/MJAR0/SI1988.WAV,sample191.WAV,sample191,SI1988,HOW'S IT STRIKE YOU FOUL OR FAIR
191,191,DR2/MJAR0/SI2247.WAV,sample192.WAV,sample192,SI2247,WEAKNESS IN LEADERSHIP
192,192,DR2/MJAR0/SI728.WAV,sample193.WAV,sample193,SI728,POACH THE APPLES IN THIS SYRUP FOR TWELVE MINUTES DRAIN THEM AND COOL
