,originalfile,renamedfile,samplenumber,prompt
54,DR2/MRMS0/SA2.WAV,sample55.WAV,sample55,SA2
55,DR2/MRMS0/SA1.WAV,sample56.WAV,sample56,SA1
56,DR2/MRMS0/SX30.WAV,sample57.WAV,sample57,SX30
57,DR2/MRMS0/SI2057.WAV,sample58.WAV,sample58,SI2057
58,DR2/MRMS0/SI1113.WAV,sample59.WAV,sample59,SI1113
59,DR2/MRMS0/SX300.WAV,sample60.WAV,sample60,SX300
60,DR2/MPPC0/SI1412.WAV,sample61.WAV,sample61,SI1412
61,DR2/MPPC0/SI2042.WAV,sample62.WAV,sample62,SI2042
62,DR2/MPPC0/SI782.WAV,sample63.WAV,sample63,SI782
63,DR2/MPPC0/SX242.WAV,sample64.WAV,sample64,SX242
64,DR2/MPPC0/SA2.WAV,sample65.WAV,sample65,SA2
65,DR2/MPPC0/SX332.WAV,sample66.WAV,sample66,SX332
66,DR2/MPPC0/SA1.WAV,sample67.WAV,sample67,SA1
67,DR2/MPPC0/SX152.WAV,sample68.WAV,sample68,SX152
68,DR2/MPPC0/SX422.WAV,sample69.WAV,sample69,SX422
69,DR2/MPPC0/SX62.WAV,sample70.WAV,sample70,SX62
70,DR2/FMMH0/SX187.WAV,sample71.WAV,sample71,SX187
71,DR2/FMMH0/SX97.WAV,sample72.WAV,sample72,SX97
72,DR2/FMMH0/SA2.WAV,sample73.WAV,sample73,SA2
73,DR2/FMMH0/SA1.WAV,sample74.WAV,sample74,SA1
74,DR2/FMMH0/SI2167.WAV,sample75.WAV,sample75,SI2167
75,DR2/FMMH0/SX420.WAV,sample76.WAV,sample76,SX420
76,DR2/FMMH0/SX367.WAV,sample77.WAV,sample77,SX367
77,DR2/FMMH0/SX7.WAV,sample78.WAV,sample78,SX7
78,DR2/FMMH0/SI907.WAV,sample79.WAV,sample79,SI907
79,DR2/FMMH0/SI1537.WAV,sample80.WAV,sample80,SI1537
80,DR2/FDXW0/SI881.WAV,sample81.WAV,sample81,SI881
81,DR2/FDXW0/SX251.WAV,sample82.WAV,sample82,SX251
82,DR2/FDXW0/SX431.WAV,sample83.WAV,sample83,SX431
83,DR2/FDXW0/SA2.WAV,sample84.WAV,sample84,SA2
84,DR2/FDXW0/SI2141.WAV,sample85.WAV,sample85,SI2141
85,DR2/FDXW0/SA1.WAV,sample86.WAV,sample86,SA1
86,DR2/FDXW0/SX71.WAV,sample87.WAV,sample87,SX71
87,DR2/FDXW0/SX341.WAV,sample88.WAV,sample88,SX341
88,DR2/FDXW0/SI1511.WAV,sample89.WAV,sample89,SI1511
89,DR2/FDXW0/SX161.WAV,sample90.WAV,sample90,SX161
90,DR2/MCTM0/SX360.WAV,sample91.WAV,sample91,SX360
91,DR2/MCTM0/SX270.WAV,sample92.WAV,sample92,SX270
92,DR2/MCTM0/SI1980.WAV,sample93.WAV,sample93,SI1980
93,DR2/MCTM0/SX450.WAV,sample94.WAV,sample94,SX450
94,DR2/MCTM0/SA2.WAV,sample95.WAV,sample95,SA2
95,DR2/MCTM0/SI720.WAV,sample96.WAV,sample96,SI720
96,DR2/MCTM0/SA1.WAV,sample97.WAV,sample97,SA1
97,DR2/MCTM0/SX180.WAV,sample98.WAV,sample98,SX180
98,DR2/MCTM0/SX90.WAV,sample99.WAV,sample99,SX90
99,DR2/MCTM0/SI1350.WAV,sample100.WAV,sample100,SI1350
100,DR2/MDMT0/SX302.WAV,sample101.WAV,sample101,SX302
101,DR2/MDMT0/SA2.WAV,sample102.WAV,sample102,SA2
102,DR2/MDMT0/SI2341.WAV,sample103.WAV,sample103,SI2341
103,DR2/MDMT0/SA1.WAV,sample104.WAV,sample104,SA1
104,DR2/MDMT0/SX122.WAV,sample105.WAV,sample105,SX122
105,DR2/MDMT0/SX212.WAV,sample106.WAV,sample106,SX212
106,DR2/MDMT0/SI572.WAV,sample107.WAV,sample107,SI572
107,DR2/MDMT0/SX392.WAV,sample108.WAV,sample108,SX392
108,DR2/MDMT0/SI1832.WAV,sample109.WAV,sample109,SI1832
109,DR2/MDMT0/SX32.WAV,sample110.WAV,sample110,SX32
110,DR2/FTMG0/SI902.WAV,sample111.WAV,sample111,SI902
111,DR2/FTMG0/SX92.WAV,sample112.WAV,sample112,SX92
112,DR2/FTMG0/SI2162.WAV,sample113.WAV,sample113,SI2162
113,DR2/FTMG0/SA2.WAV,sample114.WAV,sample114,SA2
114,DR2/FTMG0/SA1.WAV,sample115.WAV,sample115,SA1
115,DR2/FTMG0/SX452.WAV,sample116.WAV,sample116,SX452
116,DR2/FTMG0/SX182.WAV,sample117.WAV,sample117,SX182
117,DR2/FTMG0/SX362.WAV,sample118.WAV,sample118,SX362
118,DR2/FTMG0/SX272.WAV,sample119.WAV,sample119,SX272
119,DR2/FTMG0/SI1532.WAV,sample120.WAV,sample120,SI1532
120,DR2/MDWD0/SX360.WAV,sample121.WAV,sample121,SX360
121,DR2/MDWD0/SX270.WAV,sample122.WAV,sample122,SX270
122,DR2/MDWD0/SX450.WAV,sample123.WAV,sample123,SX450
123,DR2/MDWD0/SA2.WAV,sample124.WAV,sample124,SA2
124,DR2/MDWD0/SA1.WAV,sample125.WAV,sample125,SA1
125,DR2/MDWD0/SX180.WAV,sample126.WAV,sample126,SX180
126,DR2/MDWD0/SX90.WAV,sample127.WAV,sample127,SX90
127,DR2/MDWD0/SI1890.WAV,sample128.WAV,sample128,SI1890
128,DR2/MDWD0/SI557.WAV,sample129.WAV,sample129,SI557
129,DR2/MDWD0/SI1260.WAV,sample130.WAV,sample130,SI1260
130,DR2/MMDS0/SX443.WAV,sample131.WAV,sample131,SX443
131,DR2/MMDS0/SX83.WAV,sample132.WAV,sample132,SX83
132,DR2/MMDS0/SX263.WAV,sample133.WAV,sample133,SX263
133,DR2/MMDS0/SI1973.WAV,sample134.WAV,sample134,SI1973
134,DR2/MMDS0/SX173.WAV,sample135.WAV,sample135,SX173
135,DR2/MMDS0/SX353.WAV,sample136.WAV,sample136,SX353
136,DR2/MMDS0/SA2.WAV,sample137.WAV,sample137,SA2
137,DR2/MMDS0/SA1.WAV,sample138.WAV,sample138,SA1
138,DR2/MMDS0/SI713.WAV,sample139.WAV,sample139,SI713
139,DR2/MMDS0/SI1343.WAV,sample140.WAV,sample140,SI1343
140,DR2/MPRB0/SI1215.WAV,sample141.WAV,sample141,SI1215
141,DR2/MPRB0/SI1205.WAV,sample142.WAV,sample142,SI1205
142,DR2/MPRB0/SX35.WAV,sample143.WAV,sample143,SX35
143,DR2/MPRB0/SX395.WAV,sample144.WAV,sample144,SX395
144,DR2/MPRB0/SX215.WAV,sample145.WAV,sample145,SX215
145,DR2/MPRB0/SX305.WAV,sample146.WAV,sample146,SX305
146,DR2/MPRB0/SA2.WAV,sample147.WAV,sample147,SA2
147,DR2/MPRB0/SA1.WAV,sample148.WAV,sample148,SA1
148,DR2/MPRB0/SX125.WAV,sample149.WAV,sample149,SX125
149,DR2/MPRB0/SI575.WAV,sample150.WAV,sample150,SI575
150,DR2/MJHI0/SX428.WAV,sample151.WAV,sample151,SX428
151,DR2/MJHI0/SX338.WAV,sample152.WAV,sample152,SX338
152,DR2/MJHI0/SX158.WAV,sample153.WAV,sample153,SX158
153,DR2/MJHI0/SA2.WAV,sample154.WAV,sample154,SA2
154,DR2/MJHI0/SA1.WAV,sample155.WAV,sample155,SA1
155,DR2/MJHI0/SI1328.WAV,sample156.WAV,sample156,SI1328
156,DR2/MJHI0/SX248.WAV,sample157.WAV,sample157,SX248
157,DR2/MJHI0/SI555.WAV,sample158.WAV,sample158,SI555
158,DR2/MJHI0/SX68.WAV,sample159.WAV,sample159,SX68
159,DR2/MJHI0/SI698.WAV,sample160.WAV,sample160,SI698
160,DR2/MDPS0/SX359.WAV,sample161.WAV,sample161,SX359
161,DR2/MDPS0/SI719.WAV,sample162.WAV,sample162,SI719
162,DR2/MDPS0/SX269.WAV,sample163.WAV,sample163,SX269
163,DR2/MDPS0/SI1651.WAV,sample164.WAV,sample164,SI1651
164,DR2/MDPS0/SX89.WAV,sample165.WAV,sample165,SX89
165,DR2/MDPS0/SA2.WAV,sample166.WAV,sample166,SA2
166,DR2/MDPS0/SA1.WAV,sample167.WAV,sample167,SA1
167,DR2/MDPS0/SX179.WAV,sample168.WAV,sample168,SX179
168,DR2/MDPS0/SX449.WAV,sample169.WAV,sample169,SX449
169,DR2/MDPS0/SI1979.WAV,sample170.WAV,sample170,SI1979
170,DR2/MBJV0/SI617.WAV,sample171.WAV,sample171,SI617
171,DR2/MBJV0/SI1247.WAV,sample172.WAV,sample172,SI1247
172,DR2/MBJV0/SA2.WAV,sample173.WAV,sample173,SA2
173,DR2/MBJV0/SX347.WAV,sample174.WAV,sample174,SX347
174,DR2/MBJV0/SX437.WAV,sample175.WAV,sample175,SX437
175,DR2/MBJV0/SA1.WAV,sample176.WAV,sample176,SA1
176,DR2/MBJV0/SI1877.WAV,sample177.WAV,sample177,SI1877
177,DR2/MBJV0/SX167.WAV,sample178.WAV,sample178,SX167
178,DR2/MBJV0/SX257.WAV,sample179.WAV,sample179,SX257
179,DR2/MBJV0/SX77.WAV,sample180.WAV,sample180,SX77
180,DR2/MZMB0/SX86.WAV,sample181.WAV,sample181,SX86
181,DR2/MZMB0/SX356.WAV,sample182.WAV,sample182,SX356
182,DR2/MZMB0/SI1796.WAV,sample183.WAV,sample183,SI1796
183,DR2/MZMB0/SA2.WAV,sample184.WAV,sample184,SA2
184,DR2/MZMB0/SX266.WAV,sample185.WAV,sample185,SX266
185,DR2/MZMB0/SA1.WAV,sample186.WAV,sample186,SA1
186,DR2/MZMB0/SX176.WAV,sample187.WAV,sample187,SX176
187,DR2/MZMB0/SX446.WAV,sample188.WAV,sample188,SX446
188,DR2/MZMB0/SI1166.WAV,sample189.WAV,sample189,SI1166
189,DR2/MZMB0/SI536.WAV,sample190.WAV,sample190,SI536
190,DR2/MDLB0/SX406.WAV,sample191.WAV,sample191,SX406
191,DR2/MDLB0/SI1936.WAV,sample192.WAV,sample192,SI1936
192,DR2/MDLB0/SI676.WAV,sample193.WAV,sample193,SI676
193,DR2/MDLB0/SX226.WAV,sample194.WAV,sample194,SX226
194,DR2/MDLB0/SX46.WAV,sample195.WAV,sample195,SX46
195,DR2/MDLB0/SA2.WAV,sample196.WAV,sample196,SA2
196,DR2/MDLB0/SX136.WAV,sample197.WAV,sample197,SX136
197,DR2/MDLB0/SA1.WAV,sample198.WAV,sample198,SA1
198,DR2/MDLB0/SI1306.WAV,sample199.WAV,sample199,SI1306
199,DR2/MDLB0/SX316.WAV,sample200.WAV,sample200,SX316
200,DR2/FKAA0/SX128.WAV,sample201.WAV,sample201,SX128
201,DR2/FKAA0/SX308.WAV,sample202.WAV,sample202,SX308
202,DR2/FKAA0/SI1208.WAV,sample203.WAV,sample203,SI1208
203,DR2/FKAA0/SX398.WAV,sample204.WAV,sample204,SX398
204,DR2/FKAA0/SA2.WAV,sample205.WAV,sample205,SA2
205,DR2/FKAA0/SI1838.WAV,sample206.WAV,sample206,SI1838
206,DR2/FKAA0/SA1.WAV,sample207.WAV,sample207,SA1
207,DR2/FKAA0/SI578.WAV,sample208.WAV,sample208,SI578
208,DR2/FKAA0/SX38.WAV,sample209.WAV,sample209,SX38
209,DR2/FKAA0/SX218.WAV,sample210.WAV,sample210,SX218
210,DR2/MWSB0/SX6.WAV,sample211.WAV,sample211,SX6
211,DR2/MWSB0/SI996.WAV,sample212.WAV,sample212,SI996
212,DR2/MWSB0/SI1626.WAV,sample213.WAV,sample213,SI1626
213,DR2/MWSB0/SX96.WAV,sample214.WAV,sample214,SX96
214,DR2/MWSB0/SA2.WAV,sample215.WAV,sample215,SA2
215,DR2/MWSB0/SA1.WAV,sample216.WAV,sample216,SA1
216,DR2/MWSB0/SX366.WAV,sample217.WAV,sample217,SX366
217,DR2/MWSB0/SX186.WAV,sample218.WAV,sample218,SX186
218,DR2/MWSB0/SX276.WAV,sample219.WAV,sample219,SX276
219,DR2/MWSB0/SI2256.WAV,sample220.WAV,sample220,SI2256
220,DR2/MCEW0/SX92.WAV,sample221.WAV,sample221,SX92
221,DR2/MCEW0/SA2.WAV,sample222.WAV,sample222,SA2
222,DR2/MCEW0/SA1.WAV,sample223.WAV,sample223,SA1
223,DR2/MCEW0/SX452.WAV,sample224.WAV,sample224,SX452
224,DR2/MCEW0/SI1442.WAV,sample225.WAV,sample225,SI1442
225,DR2/MCEW0/SX182.WAV,sample226.WAV,sample226,SX182
226,DR2/MCEW0/SX362.WAV,sample227.WAV,sample227,SX362
227,DR2/MCEW0/SI2072.WAV,sample228.WAV,sample228,SI2072
228,DR2/MCEW0/SX272.WAV,sample229.WAV,sample229,SX272
229,DR2/MCEW0/SI812.WAV,sample230.WAV,sample230,SI812
230,DR2/MRCW0/SX21.WAV,sample231.WAV,sample231,SX21
231,DR2/MRCW0/SX381.WAV,sample232.WAV,sample232,SX381
232,DR2/MRCW0/SI1371.WAV,sample233.WAV,sample233,SI1371
233,DR2/MRCW0/SA2.WAV,sample234.WAV,sample234,SA2
234,DR2/MRCW0/SI2001.WAV,sample235.WAV,sample235,SI2001
235,DR2/MRCW0/SA1.WAV,sample236.WAV,sample236,SA1
236,DR2/MRCW0/SI741.WAV,sample237.WAV,sample237,SI741
237,DR2/MRCW0/SX111.WAV,sample238.WAV,sample238,SX111
238,DR2/MRCW0/SX201.WAV,sample239.WAV,sample239,SX201
239,DR2/MRCW0/SX291.WAV,sample240.WAV,sample240,SX291
240,DR2/FMKF0/SX6.WAV,sample241.WAV,sample241,SX6
241,DR2/FMKF0/SI1536.WAV,sample242.WAV,sample242,SI1536
242,DR2/FMKF0/SX96.WAV,sample243.WAV,sample243,SX96
243,DR2/FMKF0/SI906.WAV,sample244.WAV,sample244,SI906
244,DR2/FMKF0/SA2.WAV,sample245.WAV,sample245,SA2
245,DR2/FMKF0/SA1.WAV,sample246.WAV,sample246,SA1
246,DR2/FMKF0/SX366.WAV,sample247.WAV,sample247,SX366
247,DR2/FMKF0/SX186.WAV,sample248.WAV,sample248,SX186
248,DR2/FMKF0/SX276.WAV,sample249.WAV,sample249,SX276
249,DR2/FMKF0/SI1018.WAV,sample250.WAV,sample250,SI1018
250,DR2/FAEM0/SX222.WAV,sample251.WAV,sample251,SX222
251,DR2/FAEM0/SI762.WAV,sample252.WAV,sample252,SI762
252,DR2/FAEM0/SX402.WAV,sample253.WAV,sample253,SX402
253,DR2/FAEM0/SX42.WAV,sample254.WAV,sample254,SX42
254,DR2/FAEM0/SA2.WAV,sample255.WAV,sample255,SA2
255,DR2/FAEM0/SI1392.WAV,sample256.WAV,sample256,SI1392
256,DR2/FAEM0/SA1.WAV,sample257.WAV,sample257,SA1
257,DR2/FAEM0/SI2022.WAV,sample258.WAV,sample258,SI2022
258,DR2/FAEM0/SX312.WAV,sample259.WAV,sample259,SX312
259,DR2/FAEM0/SX132.WAV,sample260.WAV,sample260,SX132
260,DR2/MKAJ0/SX334.WAV,sample261.WAV,sample261,SX334
261,DR2/MKAJ0/SX64.WAV,sample262.WAV,sample262,SX64
262,DR2/MKAJ0/SI784.WAV,sample263.WAV,sample263,SI784
263,DR2/MKAJ0/SA2.WAV,sample264.WAV,sample264,SA2
264,DR2/MKAJ0/SI1414.WAV,sample265.WAV,sample265,SI1414
265,DR2/MKAJ0/SA1.WAV,sample266.WAV,sample266,SA1
266,DR2/MKAJ0/SX154.WAV,sample267.WAV,sample267,SX154
267,DR2/MKAJ0/SI2044.WAV,sample268.WAV,sample268,SI2044
268,DR2/MKAJ0/SX244.WAV,sample269.WAV,sample269,SX244
269,DR2/MKAJ0/SX424.WAV,sample270.WAV,sample270,SX424
270,DR2/MJMA0/SX325.WAV,sample271.WAV,sample271,SX325
271,DR2/MJMA0/SX415.WAV,sample272.WAV,sample272,SX415
272,DR2/MJMA0/SX235.WAV,sample273.WAV,sample273,SX235
273,DR2/MJMA0/SA2.WAV,sample274.WAV,sample274,SA2
274,DR2/MJMA0/SI1495.WAV,sample275.WAV,sample275,SI1495
275,DR2/MJMA0/SA1.WAV,sample276.WAV,sample276,SA1
276,DR2/MJMA0/SI865.WAV,sample277.WAV,sample277,SI865
277,DR2/MJMA0/SX55.WAV,sample278.WAV,sample278,SX55
278,DR2/MJMA0/SX145.WAV,sample279.WAV,sample279,SX145
279,DR2/MJMA0/SI2125.WAV,sample280.WAV,sample280,SI2125
280,DR2/MHRM0/SI958.WAV,sample281.WAV,sample281,SI958
281,DR2/MHRM0/SX328.WAV,sample282.WAV,sample282,SX328
282,DR2/MHRM0/SA2.WAV,sample283.WAV,sample283,SA2
283,DR2/MHRM0/SA1.WAV,sample284.WAV,sample284,SA1
284,DR2/MHRM0/SX148.WAV,sample285.WAV,sample285,SX148
285,DR2/MHRM0/SX238.WAV,sample286.WAV,sample286,SX238
286,DR2/MHRM0/SI2218.WAV,sample287.WAV,sample287,SI2218
287,DR2/MHRM0/SX58.WAV,sample288.WAV,sample288,SX58
288,DR2/MHRM0/SX418.WAV,sample289.WAV,sample289,SX418
289,DR2/MHRM0/SI1475.WAV,sample290.WAV,sample290,SI1475
290,DR2/MRFK0/SI2336.WAV,sample291.WAV,sample291,SI2336
291,DR2/MRFK0/SX86.WAV,sample292.WAV,sample292,SX86
292,DR2/MRFK0/SX356.WAV,sample293.WAV,sample293,SX356
293,DR2/MRFK0/SA2.WAV,sample294.WAV,sample294,SA2
294,DR2/MRFK0/SX266.WAV,sample295.WAV,sample295,SX266
295,DR2/MRFK0/SI1076.WAV,sample296.WAV,sample296,SI1076
296,DR2/MRFK0/SA1.WAV,sample297.WAV,sample297,SA1
297,DR2/MRFK0/SX176.WAV,sample298.WAV,sample298,SX176
298,DR2/MRFK0/SX446.WAV,sample299.WAV,sample299,SX446
299,DR2/MRFK0/SI1706.WAV,sample300.WAV,sample300,SI1706
300,DR2/FLMC0/SX22.WAV,sample301.WAV,sample301,SX22
301,DR2/FLMC0/SA2.WAV,sample302.WAV,sample302,SA2
302,DR2/FLMC0/SX336.WAV,sample303.WAV,sample303,SX336
303,DR2/FLMC0/SA1.WAV,sample304.WAV,sample304,SA1
304,DR2/FLMC0/SI742.WAV,sample305.WAV,sample305,SI742
305,DR2/FLMC0/SI1372.WAV,sample306.WAV,sample306,SI1372
306,DR2/FLMC0/SX112.WAV,sample307.WAV,sample307,SX112
307,DR2/FLMC0/SX382.WAV,sample308.WAV,sample308,SX382
308,DR2/FLMC0/SI2002.WAV,sample309.WAV,sample309,SI2002
309,DR2/FLMC0/SX292.WAV,sample310.WAV,sample310,SX292
310,DR2/MKDT0/SX443.WAV,sample311.WAV,sample311,SX443
311,DR2/MKDT0/SI893.WAV,sample312.WAV,sample312,SI893
312,DR2/MKDT0/SX83.WAV,sample313.WAV,sample313,SX83
313,DR2/MKDT0/SX263.WAV,sample314.WAV,sample314,SX263
314,DR2/MKDT0/SX173.WAV,sample315.WAV,sample315,SX173
315,DR2/MKDT0/SX353.WAV,sample316.WAV,sample316,SX353
316,DR2/MKDT0/SA2.WAV,sample317.WAV,sample317,SA2
317,DR2/MKDT0/SA1.WAV,sample318.WAV,sample318,SA1
318,DR2/MKDT0/SI2153.WAV,sample319.WAV,sample319,SI2153
319,DR2/MKDT0/SI814.WAV,sample320.WAV,sample320,SI814
320,DR2/MJBG0/SI1862.WAV,sample321.WAV,sample321,SI1862
321,DR2/MJBG0/SI1724.WAV,sample322.WAV,sample322,SI1724
322,DR2/MJBG0/SX242.WAV,sample323.WAV,sample323,SX242
323,DR2/MJBG0/SA2.WAV,sample324.WAV,sample324,SA2
324,DR2/MJBG0/SX332.WAV,sample325.WAV,sample325,SX332
325,DR2/MJBG0/SI1232.WAV,sample326.WAV,sample326,SI1232
326,DR2/MJBG0/SA1.WAV,sample327.WAV,sample327,SA1
327,DR2/MJBG0/SX152.WAV,sample328.WAV,sample328,SX152
328,DR2/MJBG0/SX422.WAV,sample329.WAV,sample329,SX422
329,DR2/MJBG0/SX62.WAV,sample330.WAV,sample330,SX62
330,DR2/MJRP0/SX315.WAV,sample331.WAV,sample331,SX315
331,DR2/MJRP0/SI1845.WAV,sample332.WAV,sample332,SI1845
332,DR2/MJRP0/SX225.WAV,sample333.WAV,sample333,SX225
333,DR2/MJRP0/SA2.WAV,sample334.WAV,sample334,SA2
334,DR2/MJRP0/SX405.WAV,sample335.WAV,sample335,SX405
335,DR2/MJRP0/SA1.WAV,sample336.WAV,sample336,SA1
336,DR2/MJRP0/SX135.WAV,sample337.WAV,sample337,SX135
337,DR2/MJRP0/SI585.WAV,sample338.WAV,sample338,SI585
338,DR2/MJRP0/SI1835.WAV,sample339.WAV,sample339,SI1835
339,DR2/MJRP0/SX45.WAV,sample340.WAV,sample340,SX45
340,DR2/MRGS0/SX6.WAV,sample341.WAV,sample341,SX6
341,DR2/MRGS0/SX96.WAV,sample342.WAV,sample342,SX96
342,DR2/MRGS0/SA2.WAV,sample343.WAV,sample343,SA2
343,DR2/MRGS0/SA1.WAV,sample344.WAV,sample344,SA1
344,DR2/MRGS0/SX366.WAV,sample345.WAV,sample345,SX366
345,DR2/MRGS0/SX186.WAV,sample346.WAV,sample346,SX186
346,DR2/MRGS0/SI1356.WAV,sample347.WAV,sample347,SI1356
347,DR2/MRGS0/SX276.WAV,sample348.WAV,sample348,SX276
348,DR2/MRGS0/SI726.WAV,sample349.WAV,sample349,SI726
349,DR2/MRGS0/SI1986.WAV,sample350.WAV,sample350,SI1986
350,DR2/FEAC0/SX255.WAV,sample351.WAV,sample351,SX255
351,DR2/FEAC0/SX435.WAV,sample352.WAV,sample352,SX435
352,DR2/FEAC0/SX345.WAV,sample353.WAV,sample353,SX345
353,DR2/FEAC0/SI1245.WAV,sample354.WAV,sample354,SI1245
354,DR2/FEAC0/SI615.WAV,sample355.WAV,sample355,SI615
355,DR2/FEAC0/SA2.WAV,sample356.WAV,sample356,SA2
356,DR2/FEAC0/SA1.WAV,sample357.WAV,sample357,SA1
357,DR2/FEAC0/SX165.WAV,sample358.WAV,sample358,SX165
358,DR2/FEAC0/SI1875.WAV,sample359.WAV,sample359,SI1875
359,DR2/FEAC0/SX75.WAV,sample360.WAV,sample360,SX75
360,DR2/FHLM0/SX390.WAV,sample361.WAV,sample361,SX390
361,DR2/FHLM0/SX210.WAV,sample362.WAV,sample362,SX210
362,DR2/FHLM0/SX120.WAV,sample363.WAV,sample363,SX120
363,DR2/FHLM0/SA2.WAV,sample364.WAV,sample364,SA2
364,DR2/FHLM0/SA1.WAV,sample365.WAV,sample365,SA1
365,DR2/FHLM0/SX349.WAV,sample366.WAV,sample366,SX349
366,DR2/FHLM0/SI930.WAV,sample367.WAV,sample367,SI930
367,DR2/FHLM0/SI1560.WAV,sample368.WAV,sample368,SI1560
368,DR2/FHLM0/SI2190.WAV,sample369.WAV,sample369,SI2190
369,DR2/FHLM0/SX300.WAV,sample370.WAV,sample370,SX300
370,DR2/MARC0/SI1818.WAV,sample371.WAV,sample371,SI1818
371,DR2/MARC0/SX378.WAV,sample372.WAV,sample372,SX378
372,DR2/MARC0/SX288.WAV,sample373.WAV,sample373,SX288
373,DR2/MARC0/SX18.WAV,sample374.WAV,sample374,SX18
374,DR2/MARC0/SI1188.WAV,sample375.WAV,sample375,SI1188
375,DR2/MARC0/SX108.WAV,sample376.WAV,sample376,SX108
376,DR2/MARC0/SA2.WAV,sample377.WAV,sample377,SA2
377,DR2/MARC0/SI558.WAV,sample378.WAV,sample378,SI558
378,DR2/MARC0/SA1.WAV,sample379.WAV,sample379,SA1
379,DR2/MARC0/SX198.WAV,sample380.WAV,sample380,SX198
380,DR2/FJKL0/SI1562.WAV,sample381.WAV,sample381,SI1562
381,DR2/FJKL0/SX302.WAV,sample382.WAV,sample382,SX302
382,DR2/FJKL0/SA2.WAV,sample383.WAV,sample383,SA2
